name,gender,education,biography,age,position,tenure,company_name
邵军,性别:男,学历:硕士,"邵军,男,中国籍,无境外永久居留权。毕业于南开大学政治学专业本科、南开大学世界经济硕士专业,硕士研究生学历。曾任天源证券副总经理,新希望集团金融事业部总经理、新希望财务公司总裁、新网银行董事、民生人寿保险股份有限公司监事;现任新希望化工董事长、总裁,前程投资董事长,前程石化董事长;2020年5月至今任华融化学董事长。",当前年龄:52,"职务:董事长,法定代表人,非独立董事",任职时间:2023-05-09至今,华融化学
张炜,性别:男,学历:硕士,"张炜,男,中国籍,无境外永久居留权。毕业于南京大学财务管理专业本科、北京大学金融学硕士专业,硕士研究生学历。曾任新希望财务公司投资银行部总经理兼创新业务部总经理,新希望集团金融事业部总经理助理,新希望化工总裁助理、新川化工董事长;2020年5月至今,任华融化学副总经理、董事会秘书、财务总监。",当前年龄:41,职务:总经理,任职时间:2024-03-07至今,华融化学
唐冲,性别:男,学历:本科,"唐冲,男,中国籍,无境外永久居留权。毕业于华东化工学院(现华东理工大学)无机化工专业,本科学历。曾任成都化工股份有限公司副总经理,华融有限副总经理、常务副总经理、执行董事,新希望化工总裁助理;2019年12月至今任华融化学董事、总经理。",当前年龄:59,"职务:副董事长,非独立董事",任职时间:2023-05-09至今,华融化学
万方,性别:女,学历:本科,"万方,1978年1月生,女,中国籍,无境外永久居留权。毕业于辽宁工程技术大学信息管理与信息系统专业本科,北京大学国家发展研究院硕士在读。曾任新希望集团有限公司创新与电商部负责人,新希望六和股份有限公司信息研究院副院长、数字科技部副总经理,新希望化工投资有限公司首席数字官;2022年4月至今,任华融化学股份有限公司首席数字官。",当前年龄:47,职务:副总经理,任职时间:2024-04-18至今,华融化学
汪云华,性别:男,学历:博士,"汪云华,1972年1月生,男,中国籍,无境外永久居留权。毕业于昆明理工大学有色金属冶金专业,博士学位,正高级工程师。2009年3月至2012年4月,在昆明贵金属研究院、昆明理工大学冶金工程领域从事博士后研究工作。曾任云南冶金新立钛业有限公司常务副总经理(主持工作)、昆明冶金研究院有限公司副院长、云南创能斐源金属燃料电池有限公司总经理、中国铝业集团有限公司多家下属企业总经理/副总经理等,是云南省产业技术领军人才、云南省有突出贡献优秀专业技术人才、云南省技术创新人才、“十二五”期间省属企业科技创新突出贡献先进个人、云南省省级工业和信息化咨询专家、昆明市学术和技术带头人等。2024年3月入职公司。",当前年龄:53,职务:副总经理,任职时间:2024-04-18至今,华融化学
李建雄,性别:男,学历:博士,"李建雄,男,中国籍,无境外永久居留权。中国社会科学院经济学博士专业,中国人民大学博士后。现任新希望集团常务副总裁、首席运营官,新希望六和董事,兴源环境董事长,飞马国际董事,五新实业董事;2020年5月至今任华融化学董事。",当前年龄:48,职务:非独立董事,任职时间:2023-05-09至今,华融化学
张明贵,性别:男,学历:硕士,"张明贵,男,中国籍,无境外永久居留权。毕业于中国地质大学(北京),获会计学士、管理学硕士学位。曾任新希望集团团委书记、办公室主任、新希望集团地产事业部总裁、新希望集团有限公司副总裁;现任新希望六和执行董事长、总裁,新希望集团党委书记,兴源环境董事;同时担任川商总会秘书长、四川省第十四届人民代表大会代表,四川省青年企业家协会会长;2020年5月至今任华融化学董事。",当前年龄:43,职务:非独立董事,任职时间:2023-05-09至今,华融化学
李思,性别:女,学历:硕士,"李思,女,中国籍,无境外永久居留权。毕业于中央财经大学法律硕士专业,硕士研究生学历。曾任四川能投量力物流发展有限公司法律风控部副部长,四川省新能源动力股份有限公司法律合规部副部长;2019年5月至2024年3月,任新希望化工投资有限公司法务部部长。截至2024年3月7日,李思女士不再担任公司控股股东新希望化工投资有限公司法务部部长一职。",当前年龄:--,职务:董事会秘书,任职时间:2024-03-07至今,华融化学
姚宁(Yao Ning),性别:男,学历:硕士,"姚宁,男,中国籍,无境外永久居留权。毕业于南开大学会计专业本科、北京大学专业会计硕士(MPAcc)专业,硕士研究生学历,中国注册会计师、注册资产评估师。曾任LG化学(中国)投资有限公司财务总监,利安达会计师事务所合伙人/税务业务主管合伙人,瑞华会计师事务所合伙人;现任北京易后台财税科技有限公司创始人兼CEO;2021年5月至今,任华远地产股份有限公司独立董事;2020年5月至今任华融化学独立董事。",当前年龄:51,职务:独立董事,任职时间:2023-05-09至今,华融化学
卜新平,性别:男,学历:博士,"卜新平,男,中国籍,无境外永久居留权。毕业于北京化工大学化学工程博士专业,博士研究生学历,正高级工程师、注册投资咨询师。曾任中国化工信息中心产业经济研究院副院长,中国石油和化学工业联合会化工新材料专委会副秘书长,现任中国石油和化学工业联合会化工新材料专业委员会秘书长,国家发改委、科技部、工信部和北京市科委专家库专家;2020年12月至今,任沈阳化工股份有限公司独立董事;2021年5月至今,任辽宁奥克化学股份有限公司独立董事;2022年5月至今,任大庆华理生物科技股份有限公司独立董事;2020年5月至今任华融化学独立董事。",当前年龄:47,职务:独立董事,任职时间:2023-05-09至今,华融化学
刘磊,性别:男,学历:硕士,"刘磊先生:1965年4月出生,中国国籍,无永久境外居留权,北京大学国家发展研究院经济学硕士研究生。电子科技大学经济与管理学院教授,核心通识课《经济学概论》首席教授,高层管理培训中心学术主任,世界500强企业纬创旗下上市公司纬创软件首席经济学家。独立经济管理顾问,兼任民进中央经济委员会委员、四川省政协经济委员会特邀成员、民进四川省委经济委员会主任、北京大学四川校友会监事长,北大国家发展研究院四处校友会副会长,民进电子科大总支副主委等社会职务。2022年7月至今,任四川合纵药易购医药股份有限公司独立董事。",当前年龄:60,职务:独立董事,任职时间:2024-07-03至今,华融化学
李红顺,性别:女,学历:硕士,"李红顺,女,中国籍,无境外永久居留权。毕业于北京师范大学法学硕士专业,硕士研究生学历。曾任北京汽车集团有限公司法律事务部部长助理,北京汽车国际发展有限公司总法律顾问兼法律事务部部长,新希望集团法务合规部副部长、部长。现任新希望集团法务副总监,新希望化工董事,飞马国际董事、兴源环境监事会主席、五新实业董事;2020年5月至今任华融化学监事会主席。",当前年龄:47,"职务:监事会主席,非职工代表监事",任职时间:2023-05-09至今,华融化学
汪润年,性别:女,学历:本科,"汪润年,女,中国籍,无境外永久居留权。毕业于天津商学院(现天津商业大学)企业管理(商业企业管理)专业,本科学历,注册税务师。曾任新乳业财务部经理,新希望集团财务部会计中心副总经理,新希望化工财务部部长、财务副总监;现任新希望化工财务总监,新创云联产业发展有限公司董事长;2020年5月至今任华融化学监事。",当前年龄:49,职务:非职工代表监事,任职时间:2023-05-09至今,华融化学
陶泽,性别:男,学历:硕士,"陶泽,男,中国籍,无境外永久居留权。毕业于上海理工大学工业设计专业本科、英国拉夫堡大学金融管理硕士专业,硕士研究生学历。曾任复星保德信人寿保险有限公司审计主任,新希望集团审计监察部审计经理;2020年5月至今,历任华融化学审计部部长、采购总监,现任华融化学职工监事。",当前年龄:38,职务:职工代表监事,任职时间:2023-05-09至今,华融化学
蔡晓琴,性别:女,学历:硕士,"蔡晓琴,女,中国籍,无境外永久居留权。毕业于四川农业大学财务管理专业本科、法国布雷斯特商学院资产管理与金融学硕士专业,硕士研究生学历。曾任新希望集团有限公司财务部高级经理,2020年5月至今,历任华融化学股份有限公司财务部常务副部长、财务部部长,兼任华融化学(成都)有限公司财务总监。",当前年龄:--,职务:财务总监,任职时间:2024-03-07至今,华融化学
罗小容,性别:女,学历:本科,"罗小容,1974年3月生,女,中国籍,无境外永久居留权。毕业于青岛化工学院(现青岛科技大学)塑料工程专业,本科学历。1995年8月至2000年12月,历任晨光化工研究院三厂氟塑料车间技术员、晨光化工研究院总厂研发部技术主管;2001年1月至2002年10月,任西藏大昌实业科研中心副主任;2002年11月至2019年12月,历任成都华融化工有限公司工艺工程师、工艺科科长、研发中心常务副主任兼生管部工艺室主任、副总工程师兼研发中心主任;2019年12月至2022年4月,任华融化学股份有限公司副总经理兼电子化学品事业部总经理;2022年4月至今,任华融化学(成都)有限公司总经理。",当前年龄:51,职务:总经理助理,任职时间:2024-04-18至今,华融化学
黎仁超,性别:男,学历:本科,"黎仁超先生:中国国籍,1964年11月出生,大学本科学历,高级工程师、高级咨询师。2007年11月至今,任公司董事长。2024年4月,兼任公司总裁。2014年6月兼任自贡市商业银行董事。2007年1月至2007年10月,任华西能源工业集团有限公司董事长兼总经理;2004年7月至2022年5月兼任深圳东方锅炉控制有限公司董事。",当前年龄:61,"职务:董事长,总裁,法定代表人,非独立董事",任职时间:2007-10-29至今,华西能源
孟海涛,性别:男,学历:本科,"孟海涛先生:1974年2月出生,中国国籍,本科学历,注册会计师、注册税务师,2019年4月起,任公司财务总监,2020年11月起,任公司副总裁。2024年3月任公司董事。曾担任枣阳卷烟厂财务科长、君合会计师事务所项目经理、岳华会计师事务所项目经理、成都光华资产管理有限公司董事、财务总监,四川赛狄信息技术有限公司财务总监;2013年3月至2018年8月,任立信会计师事务所(特殊普通合伙)合伙人;2018年8月至2019年3月,任公司董事长助理。",当前年龄:51,"职务:副总裁,非独立董事,董事会秘书,财务总监",任职时间:2019-04-01至今,华西能源
英慎林,性别:男,学历:本科,"英慎林先生:中国国籍,1971年8月出生,大学本科学历,高级经济师。2024年7月至2025年1月,任公司成都分公司副总经理、华西能源工程有限公司副总经理。2017年1月至2020年12月,历任松原鑫祥新能源有限公司总经理兼白山绿能新能源有限公司总经理、兼绥化市绿能新能源有限公司董事长、浙能锦江环境控股有限公司总经理助理;2020年5月至2022年11月,历任松原鑫祥新能源有限公司董事长兼吉林省鑫祥有限责任公司总经理。2022年11月至2024年7月,历任浙能锦江集团东北区总代表兼吉林省鑫祥有限责任公司董事长、兼松原鑫祥新能源有限公司董事长。",当前年龄:54,职务:副总裁,任职时间:2025-01-13至今,华西能源
李中元,性别:男,学历:本科,"李中元先生:中国国籍,1980年7月出生,大学本科学历。2023年7月起,任公司市场总监。2024年4月,任公司副总裁。2023年7月至2024年4月,任自贡华西能源工业有限公司总经理。2023年8月起,任成都迈越阳光新能源有限公司董事长。2003年7月至2023年7月,历任佛山普立华科技有限公司产品经理、中达电通股份有限公司西南大区销售主管、成都济川信息技术有限公司总经理、四川保元防务技术有限公司总经理。",当前年龄:45,职务:副总裁,任职时间:2024-04-08至今,华西能源
谢陟巍,性别:男,学历:本科,"谢陟巍先生:中国国籍,1984年9月出生,大学本科学历。2024年4月,任公司副总裁,兼任公司国际业务部部长。2022年1月至今,任华西能源印度有限公司执行董事。2023年8月至今,任香港长青新能源有限公司执行董事、总经理。2010年6月至2022年1月,历任公司项目管理、EPC项目经理、华西能源工程有限公司销售公司总经理助理兼PPP销售经公司副总经理。2023年7月至2024年4月,任华西能源工程有限公司国际销售公司总经理。2023年8月至2024年4月,任华西能源工程有限公司副总经理。",当前年龄:41,职务:副总裁,任职时间:2024-04-08至今,华西能源
黄有全,性别:男,学历:本科,"黄有全先生:中国国籍,1965年1月出生,大学本科学历,翻译。2020年11月起,任公司董事。2024年4月,任公司副总裁。2023年4月,任自贡华西能源工业有限公司执行董事。2023年4月,兼任浙江华西铂瑞重工有限公司董事长。2019年5月至2023年7月,曾任华西能源环保电力(昭通)有限公司执行董事;2019年5月至2023年4月,曾任四川易迪泰网络有限公司执行董事、华西能源工程有限公司总经理、执行董事。2007年11月至2012年7月,历任公司副总经理、副总裁;2012年10月至2017年5月,任公司第二届、第三届董事会董事;2017年6月至2020年4月,任公司党委副书记。2011年12月至2020年4月,曾任四川省能投华西生物质能开发有限公司总经理、自贡能投华西环保发电有限公司总经理、玉林川能华西环保发电有限公司董事长、总经理,华西能源工程有限公司常务副总经理。",当前年龄:60,"职务:副总裁,非独立董事",任职时间:2024-03-29至今,华西能源
许小琴,性别:女,学历:本科,"许小琴女士,1984年11月出生,中国国籍,本科学历,2013年9月至2020年4月,历任公司工会副主席、规划行政部副部长、综合管理部部长。2018年5月起任公司工会主席;2020年4月,任公司纪委书记;2020年11月起,任公司董事。2020年4月至2024年4月,任董事长助理;2021年6月至2023年4月,任华西能源工程有限公司常务副总经理。2017年1月起兼任华西能源(昭通)环保发电有限公司监事。2022年8月至2023年4月任四川易迪泰网络有限公司执行董事,2017年5月至2020年11月,任公司监事。",当前年龄:41,职务:非独立董事,任职时间:2024-03-29至今,华西能源
王昊,性别:男,学历:大专,"王昊先生:中国国籍,1972年10月出生,大专学历。2023年5月,任公司董事。2019年10月起,任黔西华西医疗投资建设有限公司董事长。2022年9月起,任自贡华西综保建设有限公司董事长。2023年4月起,任华西能源工程有限公司执行董事。2004年5月至2014年9月,历任公司重容分厂总调度、公司生产技术部副部长、重容分厂厂长。2014年9月至2017年6月,任公司政府公共事业部总经理。2017年6月至2019年10月,任自贡华西东城投资建设有限公司总经理。",当前年龄:53,职务:非独立董事,任职时间:2024-03-29至今,华西能源
蒋聪敏,性别:男,学历:本科,"蒋聪敏先生:中国国籍,1970年6月出生,大学本科学历,高级工程师。2023年4月起,任公司技术总监,2023年5月,任公司董事。2020年12月起,兼任陕西南洋镁创科技有限公司执行董事、总经理。2013年3月至2020年12月,历任公司工程部副部长、华西能源工程有限公司设计研究院院长兼总工程师。2022年8月至2024年2月,任公司设计院院长。1993年7月至2003年6月,历任四川省电力设计院热机主设、广东省电力设计院热机主任设计工程师、四川省电力设计院设计总工程师、四川省电力设计咨询公司热机主设。2003年7月至2013年3月,历任中电投远达环保公司设计部副经理、成都昊为环境公司总工程师、成都昊特新能源公司设总/方案经理。",当前年龄:55,职务:非独立董事,任职时间:2024-03-29至今,华西能源
刘锦超,性别:男,学历:博士,"刘锦超先生:汉族,中国国籍,1956年4月出生,博士研究生学历,教授。1994年9月至2016年4月任四川大学原子与分子物理研究所教授;2010年8月起,任四川省新能源产业促进会会长。2020年11月起,任公司独立董事。",当前年龄:69,职务:独立董事,任职时间:2024-03-29至今,华西能源
谢兴隆,性别:男,学历:硕士,"谢兴隆先生,汉族,中国国籍,1967年6月出生,硕士学位,注册会计师、注册资产评估师、高级经济师。1989年7月至2002年3月,历任荣县火电厂财务科副科长、自贡会计师事务所注册会计师、羽西化妆品有限公司大区财务经理。2002年4月至2012年6月,历任乐购(上海)商业流通集团总部总经办高级专员,富港控股集团总裁助理、董秘、总裁工作部总经理。2012年7月至2020年12月,历任四川产业振兴发展投资基金高级经理,四川富航资本股权投资基金管理有限公司副总经理,四川有色科技集团有限责任公司外部董事。2023年11月起,任四川圣易会计师事务所有限公司合伙人,注册会计师。2024年3月,任公司独立董事。",当前年龄:58,职务:独立董事,任职时间:2024-03-29至今,华西能源
毛坚毅,性别:男,学历:大专,"毛坚毅先生,1957年3月出生,汉族,中国国籍,大学专科学历,律师,1987年1月起,任四川文君律师事务所律师。2016年11月起任自贡市第十五届政协委员会委员、常委。2020年11月起,任公司独立董事。",当前年龄:68,职务:独立董事,任职时间:2024-03-29至今,华西能源
肖宇通,性别:男,学历:本科,"肖宇通先生:中国国籍,1970年6月出生,大学本科学历,经济师。2020年11月起任公司监事会主席。2016年1月任公司党委副书记,2016年9月起,任自贡华西东城投资建设有限公司董事长,2018年2月起,任荣县福城文化旅游有限公司总经理。2020年1月起,兼任自贡华西东城投资建设有限公司总经理;2023年4月,任四川易迪泰网络有限公司执行董事。2021年9月至2022年9月,任自贡华西综保建设有限公司董事长。2022年7月起至2023年4月,曾任自贡华西能源工业有限公司执行董事。2005年5月至2015年12月,历任自贡市沿滩区政府副区长、区委常委、区委办主任、政法委书记。",当前年龄:55,"职务:监事会主席,非职工代表监事",任职时间:2024-03-29至今,华西能源
刘勤,性别:女,学历:大专,"刘勤女士:中国国籍,1981年7月生,大专学历。2020年11月起,任公司监事。2018年5月任公司工会副主席;2021年8月起,任公司综合管理部部长。2010年2月至2020年3月,先后曾担任公司综合管理部行政专员、自贡华西东城投资建设有限公司综合管理部部长;2018年3月至2021年8月,任公司综合管理部副部长。",当前年龄:44,职务:非职工代表监事,任职时间:2024-03-29至今,华西能源
唐伟,性别:男,学历:本科,"唐伟先生,中国国籍,1982年8月出生,大学本科学历,助理工程师。2024年3月任公司监事。2024年4月任自贡华西能源工业有限公司总经理。2022年12月至2024年4月,任公司市场营销部部长,兼任自贡华西能源工业有限公司常务副总经理、生产部部长。2005年7月至2017年3月历任公司蛇形管分厂制造技术员、调度员、厂长助理、厂长。2017年3月至2022年12月历任自贡华西能源工业有限公司总经理助理兼重容分厂厂长、副总经理兼工会主席、常务副总经理兼生产部部长。",当前年龄:43,职务:非职工代表监事,任职时间:2024-03-29至今,华西能源
李勇,性别:男,学历:本科,"李勇先生,中国国籍,1983年10月出生,大学本科学历。2011年7月至2023年5月,历任公司法务专员、证券事务专员、证券事务主管、综合管理部副部长兼证券事务部副部长;2023年6月至今,任公司证券事务部副部长。2024年3月任公司职工代表监事。",当前年龄:42,职务:职工代表监事,任职时间:2024-03-29至今,华西能源
陈红,性别:女,学历:大专,"陈红女士:中国国籍,1986年11月出生,大学专科学历。2018年1月起至今,任公司职工代表监事。2023年8月至今,任公司综合管理部党群主管兼行政管理主管。2011年5月至2023年8月,先后曾担任公司科技质量管理部资料员、公司规划行政部行政管理专员、公司综合管理部党群干事。",当前年龄:39,职务:职工代表监事,任职时间:2024-03-29至今,华西能源
陈启章,性别:男,学历:本科,"陈启章先生:1965年6月出生,中共党员,中国国籍,无境外永久居留权,本科学历,正高级工程师,国家高层次人才特殊支持计划领军人才,科技部科技创新创业领军人才,四川省科技创新创业领军人才,全国内燃机标准化技术委员会内燃机排放后处理催化剂工作组组长,中华全国工商业联合会第十三届执行委员会委员,中国人民政治协商会议四川省第十三届委员会常务委员,四川省总商会副会长。1982年8月至1986年7月天津大学电力及自动化系工业自动化专业学习,1986年7月至1992年12月历任成都飞机工业(集团)有限责任公司技术员、助理工程师、工程师、组长;1993年1月至2002年4月历任成都中自技术有限公司副总经理、总经理;2002年5月至2015年11月任四川中自科技有限公司执行董事、总经理;2003年9月至2005年7月,四川省工商管理学院MBA专业学习;2005年7月至2015年11月任四川中自尾气净化有限公司董事长、总经理;2015年11月至2018年12月任中自环保科技股份有限公司董事长、总经理;2012年11月至今任四川圣诺投资管理有限公司执行董事;2015年11月至2023年12月任四川中自科技有限公司执行董事;2018年12月至今任中自科技股份有限公司董事长;2020年6月至今任四川圣诺开特科技服务合伙企业(有限合伙)执行事务合伙人。",当前年龄:59,"职务:董事长,法定代表人,非独立董事",任职时间:2015-10-28至今,中自科技
王云,性别:男,学历:博士,"王云先生:1986年7月出生,中国国籍,无境外永久居留权,博士,正高级工程师。2014年7月至2015年7月任四川中自尾气净化有限公司工程师;2015年7月至2015年11月任四川中自尾气净化有限公司技术中心主任助理、管理室主任;2015年11月至2018年12月任中自环保科技股份有限公司技术中心主任助理、管理室主任;2015年11月至2016年12月任中自环保科技股份有限公司研发部副部长;2017年1月至2018年12月任中自环保科技股份有限公司研发部部长;2018年1月至2018年12月任中自环保科技股份有限公司天然气车催化剂技术副总师;2018年12月至2021年7月任中自环保科技股份有限公司天然气车产品线总监;2018年12月至2021年12月任中自环保科技股份有限公司总经理助理、技术中心副主任;2018年12月至今任中自科技股份有限公司天然气车催化剂技术总师;2020年1月至今任中自科技股份有限公司汽油车催化剂技术总师;2021年12月至2023年12月任中自环保科技股份有限公司副总经理、技术中心常务副主任;2023年4月至今任中自科技股份有限公司董事;2024年1月至今任中自科技股份有限公司技术中心常务副主任。曾任中自科技股份有限公司副总经理。",当前年龄:38,"职务:总经理,非独立董事",任职时间:2024-11-29至今,中自科技
李云,性别:男,学历:本科,"李云先生:1967年8月出生,中国国籍,无境外永久居留权,本科学历,正高级工程师,国家科技进步奖二等奖获得者。1989年8月至1997年10月任川化集团有限责任公司工程师;1997年10月至2004年10月任川化股份有限公司高级工程师;2004年11月至2008年12月任四川天健催化燃烧有限公司总经理;2007年1月至2009年6月任四川中自尾气净化有限公司技术总监;2009年7月至2014年4月任四川中自尾气净化有限公司副总经理;2011年3月至2015年11月任四川中自尾气净化有限公司技术中心主任;2014年4月至2015年11月任四川中自尾气净化有限公司董事、副总经理;2015年11月至2017年12月任中自环保科技股份有限公司董事、副总经理;2015年11月至今任中自科技股份有限公司技术中心主任。2017年12月至2018年12月任中自环保科技股份有限公司董事、常务副总经理;2018年12月至今任中自科技股份有限公司董事。曾任中自科技股份有限公司总经理。",当前年龄:57,"职务:副董事长,非独立董事",任职时间:2024-11-29至今,中自科技
陈德权,性别:男,学历:本科,"陈德权,男,中国国籍,无境外永久居留权,1975年出生,本科学历。1997年4月至2005年12月任日本KDK株式会社中国公司及其OEM商四川绵阳启明星集团系长;2006年2月至2009年4月任台湾智宝集团上海分公司副理;2009年6月至2011年6月任英国华富集团成都分公司生产营运经理;2011年6月至2012年11月任浙江昱辉阳光集团四川分公司生产总监;2013年2月至2015年4月任广德国际集团生产总监;2015年6月至2015年11月任四川中自尾气净化有限公司生产总监;2015年11月至2018年12月任中自环保科技股份有限公司总经理助理;2018年12月至今任中自科技股份有限公司副总经理。",当前年龄:49,职务:副总经理,任职时间:2018-12-03至今,中自科技
张志凤,性别:女,学历:本科,"张志凤,女,中国国籍,无境外永久居留权,1983年出生,本科学历。2006年8月至2009年2月任青岛联信化学有限公司技术员;2009年3月至2010年12月任四川中自尾气净化有限公司工艺部技术工程师;2011年1月至2014年12月,历任四川中自尾气净化有限公司工艺部部长助理、产品工程室副主任、生产部副部长;2015年1月至2015年11月任四川中自尾气净化有限公司质量部部长;2015年11月至2020年12月任中自环保科技股份有限公司质量部部长;2018年12月至2021年12月任中自环保科技股份有限公司监事;2021年1月至2021年8月任中自环保科技股份有限公司质量总监、质量部部长;2021年9月至2021年12月任中自环保科技股份有限公司制造中心制造总监;2021年12月至今任中自科技股份有限公司总经理助理。",当前年龄:41,职务:副总经理,任职时间:2024-11-29至今,中自科技
刘志敏,性别:男,学历:博士,"刘志敏,男,中国国籍,无境外永久居留权,1981年出生,博士研究生学历。2010年7月至2018年3月就职于中煤科工集团重庆研究院有限公司,历任研发工程师、所长助理、副所长;2018年3月至2018年8月任中自环保科技股份有限公司研发工程师;2018年8月至2021年12月任中自环保科技股份有限公司副总工艺师;2018年12月至2024年1月任中自环保科技股份有限公司研发部部长;2020年1月至今任中自科技股份有限公司职工代表监事;2020年2月至2021年12月任中自环保科技股份有限公司柴油机产品线总监;2021年12月至今任中自科技股份有限公司技术中心副主任、总工艺师;2024年2月至今任中自科技股份有限公司应用技术部部长。",当前年龄:43,职务:副总经理,任职时间:2024-11-29至今,中自科技
龚文旭,性别:男,学历:本科,"龚文旭先生:1980年12月出生,中国国籍,无境外永久居留权,本科学历,中级会计师。2005年8月至2007年12月任中国南车集团资阳机车有限公司会计员;2008年1月至2013年5月历任成都国腾电子技术股份有限公司财务主管、财务副主任、财务主任;2013年8月至2016年2月任成都桑莱特科技股份有限公司财务部长;2015年8月至2016年2月任四川桑莱特智能电气设备股份有限公司财务部长、财务负责人;2016年10月至今任中自科技股份有限公司财务总监;2018年12月至今任中自科技股份有限公司董事会秘书;2021年12月至今任中自科技股份有限公司副总经理。",当前年龄:44,"职务:副总经理,董事会秘书,财务总监",任职时间:2018-12-03至今,中自科技
蒋中锋,性别:男,学历:本科,"蒋中锋,男,中国国籍,无境外永久居留权,1983年出生,本科学历。2006年7月至2010年2月任卡特彼勒技术有限公司工程师及项目工程师;2010年2月至2011年2月任成都新能源产业技术研究院项目主管工程师;2011年2月至2012年3月任沃尔沃建筑设备技术有限公司项目主管工程师;2012年3月至2015年11月任四川中自尾气净化有限公司市场开发部副部长;2015年11月至2018年12月任中自环保科技股份有限公司监事;2015年12月至2017年1月任中自环保科技股份有限公司系统集成部部长;2017年1月至2018年12月任中自环保科技股份有限公司项目开发部部长、市场开发总监兼部长;2018年12月至2021年12月任中自环保科技股份有限公司总经理助理;2021年12月至今任中自科技股份有限公司副总经理,2024年1月至今兼任四川中自未来能源有限公司总经理。",当前年龄:41,职务:副总经理,任职时间:2021-12-02至今,中自科技
陈翠容,性别:女,学历:大专,"陈翠容女士:1976年12月出生,中国国籍,无境外永久居留权,专科学历,中级会计师。1996年7月至2006年8月任成都飞机工业(集团)有限责任公司成飞医院会计;2006年9月至2015年11月任四川中自尾气净化有限公司财务负责人;2012年11月至今任四川圣诺投资管理有限公司监事;2015年11月至2016年10月任中自环保科技股份有限公司总经理助理、财务总监、董事会秘书;2016年11月至2018年11月任中自环保科技股份有限公司总经理助理、董事会秘书;2018年12月至今任中自科技股份有限公司董事、副总经理。",当前年龄:48,"职务:副总经理,非独立董事",任职时间:2021-12-02至今,中自科技
陈耀强,性别:男,学历:博士,"陈耀强先生:1952年11月出生,汉族,中国国籍,无境外永久居留权,理学博士,教授,博士生导师,中国化学会催化委员会委员,移动源污染控制技术国家工程实验室专家委员会委员,中国内燃机学会后处理技术分会委员,中国稀土学会理事,中国稀土学会专家组成员,四川省学术和技术带头人,享受国务院政府特殊津贴。1981年3月至1983年6月任四川大学化学系助教;1983年7月至1992年6月任四川大学化学系讲师;1992年6月至1993年12月任四川大学化学系副教授;1993年12月至今任四川大学教授、催化材料研究所所长、博士生导师;2005年7月至2015年11月任四川中自尾气净化有限公司董事、首席科学家;2013年7月至2020年12月任四川天健催化燃烧有限公司董事;2015年11月至今任中自科技股份有限公司董事、首席科学家。",当前年龄:72,职务:非独立董事,任职时间:2024-11-29至今,中自科技
丁辉,性别:男,学历:硕士,"丁辉先生:1975年出生,中国国籍,无境外永久居留权,流通系统专业研究生学历,拥有注册会计师资格。2004年6月至2012年7月先后在上海华钟咨询服务有限公司、安比斯特殊玻璃(苏州)有限公司、横滨橡胶(中国)有限公司等企业先后担任项目经理、财务经理、财务部长等职务;2012年8月至2015年7月任中化国际物流有限公司高级财务经理;2015年8月至2019年7月任中化国际(新加坡)有限公司财务总监;2019年8月至2020年12月任中化国际(控股)股份有限公司产业资源事业部财务总监;2021年1月至今任上海银鞍股权投资管理有限公司财务总监、董事会秘书、管理合伙人。",当前年龄:49,职务:非独立董事,任职时间:2024-11-29至今,中自科技
李光金,性别:男,学历:博士,"李光金先生:1965年6月出生,汉族,民革,中国国籍,无境外永久居留权,博士研究生学历,教授。1989年6月至1993年7月任四川轻化工学院管理系讲师;1996年5月至1997年9月任西南交通大学经济与管理学院讲师;1997年9月至2001年8月任四川联合大学管理工程系副系主任、副教授;2001年9月至2010年10月任四川大学工商管理学院副院长、教授、博导;2010年11月至2012年10月任四川大学财务处处长、教授;2012年11月至2017年7月任四川省工商联副主席、四川省商会副会长;2017年7月至今任四川大学商学院教授、博导;2019年2月至今任四川川润股份有限公司独立董事;2020年5月至今任四川路桥建设集团股份有限公司独立董事。",当前年龄:59,职务:独立董事,任职时间:2024-11-29至今,中自科技
李树生,性别:男,学历:博士,"李树生先生:1959年出生,中国国籍,无境外永久居留权,在职博士研究生学历。1982年7月至2014年11月历任中国石油天然气集团公司济南柴油机厂、石油济柴、济柴动力总厂助理工程师、工程师、高级工程师、教授级高级工程师、研究所所长、总厂副总工、总工、副厂长等;2015年3月至今任中国船舶第711所高级咨询专家;2016月10月至今任中国内燃机学会副理事长、秘书长。",当前年龄:65,职务:独立董事,任职时间:2024-11-29至今,中自科技
张晓玫,性别:女,学历:博士,"张晓玫女士:1976年出生,中国国籍,无境外永久居留权,博士研究生学历,教授。1998年7月至2000年3月任日本精算师协会工作人员;2007年4月至2008年4月任日本一桥大学创新研究中心研究员;2008年5月至2017年11月任西南财经大学副教授;2017年12月至今任西南财经大学教授;2017年10月至今任四川省金融科技学会会长、首席经济学家;2020年6月至今任遂宁银行股份有限公司独立董事;2020年9月至今任成都知晓未来数字科技有限公司执行董事、总经理;2021年8月至今任西南联合产权交易所有限责任公司独立董事;2021年10月至今任成都宏明电子股份有限公司独立董事;2022年3月至今任中铁信托有限责任公司独立董事。",当前年龄:48,职务:独立董事,任职时间:2024-11-29至今,中自科技
